tg_ecotypeid,ecotypeid,ecotypeids_merged,name,othername,country,sitename,latitude,longitude,collector,collectiondate,250k,1001g,fullseq_data,producer,comment,completed,release_status,seq_by,picture,public_URL,UC_HPC_loc,location_qc,GMI_methylome,GMI_transcriptome,CS_1001,CS_regmap,regmap_1001_check,CS_number
5523,5523,,UKNW06-321,,UK,Borrowdale,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5524,5524,,UKNW06-322,,UK,Borrowdale,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5525,5525,,UKNW06-331,,UK,Borrowdale,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5526,5526,,UKNW06-332,,UK,Borrowdale,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5527,5527,,UKNW06-338,,UK,Borrowdale,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5528,5528,,UKNW06-339,,UK,Borrowdale,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5529,5529,,UKNW06-343,,UK,Borrowdale,54.5,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5530,5530,,UKNW06-346,,UK,Borrowdale,54.5,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5531,5531,,UKNW06-347,,UK,Borrowdale,54.5,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5496,5496,,UKNW06-265,,UK,Braithwaite,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5497,5497,,UKNW06-266,,UK,Braithwaite,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5498,5498,,UKNW06-269,,UK,Braithwaite,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5499,5499,,UKNW06-270,,UK,Braithwaite,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5500,5500,,UKNW06-271,,UK,Braithwaite,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5717,5717,,Bra-1,UKID10,UK,Braithwaite,54.6,-3.2,Eric Holub,1992-01-01 00:00:00,Y,Y,Y,,,Y,,MPI,,,,,,,,CS77832,,CS79007
5439,5439,,UKNW06-165,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5440,5440,,UKNW06-166,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5441,5441,,UKNW06-167,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5442,5442,,UKNW06-168,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5443,5443,,UKNW06-169,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5444,5444,,UKNW06-170,,UK,Brathay to Hawkshead rd long wall pop.,54.6,-3.1,Eric Holub,2006-08-06 0:00:00,Y,,N,,,,,,,,,,,,,CS77807,,
5445,5445,,UKNW06-171,,UK,Brathay to Hawkshead rd long wall pop.,54.6,-3.1,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5446,5446,,UKNW06-172,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5447,5447,,UKNW06-173,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5448,5448,,UKNW06-176,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5449,5449,,UKNW06-177,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5450,5450,,UKNW06-178,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,Y,,N,,,,,,,,,,,,,CS77808,,
5451,5451,,UKNW06-179,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5452,5452,,UKNW06-180,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5453,5453,,UKNW06-183,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5454,5454,,UKNW06-184,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5455,5455,,UKNW06-187,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5456,5456,,UKNW06-188,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5457,5457,,UKNW06-191,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5458,5458,,UKNW06-192,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5459,5459,,UKNW06-194,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5460,5460,,UKNW06-195,,UK,Brathay to Hawkshead rd long wall pop.,54.4,-3,Eric Holub,2006-08-06 0:00:00,N,,N,,,,,,,,,,,,,,,
5463,5463,,UKNW06-199,,UK,Brathay village main A rd,54.4,-3,Eric Holub,,N,,N,,,,,,,,,,,,,,,
5464,5464,,UKNW06-200,,UK,Brathay village main A rd,54.4,-3,Eric Holub,,N,,N,,,,,,,,,,,,,,,
5465,5465,,UKNW06-201,,UK,Brathay village main A rd,54.4,-3,Eric Holub,,N,,N,,,,,,,,,,,,,,,
5466,5466,,UKNW06-202,,UK,Brathay village main A rd,54.4,-3,Eric Holub,,Y,,N,,,,,,,,,,,,,CS77810,,
5467,5467,,UKNW06-203,,UK,Brathay village main A rd,54.4,-3,Eric Holub,,N,,N,,,,,,,,,,,,,,,
5501,5501,,UKNW06-273,,UK,bridge,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5502,5502,,UKNW06-274,,UK,bridge,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5503,5503,,UKNW06-275,,UK,bridge,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5504,5504,,UKNW06-276,,UK,bridge,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5505,5505,,UKNW06-277,,UK,bridge,54.6,-3.2,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5575,5575,,UKNW06-401,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5576,5576,,UKNW06-402,,UK,Cockermouth,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5577,5577,,UKNW06-403,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,Y,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5577.png,,,,,,CS78797,,,CS78797
5578,5578,,UKNW06-404,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5579,5579,,UKNW06-406,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5580,5580,,UKNW06-407,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5581,5581,,UKNW06-408,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5582,5582,,UKNW06-410,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77816,,
5583,5583,,UKNW06-411,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5584,5584,,UKNW06-412,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5585,5585,,UKNW06-413,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5586,5586,,UKNW06-414,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5587,5587,,UKNW06-415,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5588,5588,,UKNW06-416,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5589,5589,,UKNW06-417,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5590,5590,,UKNW06-418,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77817,,
5591,5591,,UKNW06-419,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5592,5592,,UKNW06-420,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5593,5593,,UKNW06-421,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5594,5594,,UKNW06-422,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5595,5595,,UKNW06-423,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5596,5596,,UKNW06-425,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77818,,
5597,5597,,UKNW06-426,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5598,5598,,UKNW06-427,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5599,5599,,UKNW06-428,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5600,5600,,UKNW06-429,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5601,5601,,UKNW06-430,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5602,5602,,UKNW06-431,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5603,5603,,UKNW06-432,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5604,5604,,UKNW06-433,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5605,5605,,UKNW06-434,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5606,5606,,UKNW06-436,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77819,,
5607,5607,,UKNW06-437,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5608,5608,,UKNW06-438,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5609,5609,,UKNW06-439,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5610,5610,,UKNW06-441,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5611,5611,,UKNW06-442,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5612,5612,,UKNW06-443,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5613,5613,,UKNW06-444,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5614,5614,,UKNW06-445,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5615,5615,,UKNW06-446,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5616,5616,,UKNW06-447,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5617,5617,,UKNW06-448,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5618,5618,,UKNW06-449,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5619,5619,,UKNW06-450,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5620,5620,,UKNW06-451,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5621,5621,,UKNW06-452,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5622,5622,,UKNW06-453,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5623,5623,,UKNW06-455,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5624,5624,,UKNW06-456,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5625,5625,,UKNW06-457,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5626,5626,,UKNW06-458,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5627,5627,,UKNW06-459,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5628,5628,,UKNW06-460,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77820,,
5629,5629,,UKNW06-461,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5630,5630,,UKNW06-463,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5631,5631,,UKNW06-467,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5632,5632,,UKNW06-468,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5633,5633,,UKNW06-469,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5634,5634,,UKNW06-470,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5635,5635,,UKNW06-471,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5636,5636,,UKNW06-473,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5637,5637,,UKNW06-474,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5638,5638,,UKNW06-475,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5639,5639,,UKNW06-476,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5640,5640,,UKNW06-477,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5641,5641,,UKNW06-478,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5642,5642,,UKNW06-479,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5643,5643,,UKNW06-480,,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5729,5729,,Coc-1,UKID22,UK,Cockermouth,54.7,-3.4,Eric Holub,1992-01-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77841,,
5469,5469,,UKNW06-210,,UK,Grasmere (Dale Lodge),54.4,-3,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77811,,
5473,5473,,UKNW06-220,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5474,5474,,UKNW06-221,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5475,5475,,UKNW06-222,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5476,5476,,UKNW06-223,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5477,5477,,UKNW06-224,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5478,5478,,UKNW06-225,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5479,5479,,UKNW06-226,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5480,5480,,UKNW06-227,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5481,5481,,UKNW06-228,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5482,5482,,UKNW06-229,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5483,5483,,UKNW06-230,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5484,5484,,UKNW06-231,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5485,5485,,UKNW06-232,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5486,5486,,UKNW06-233,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,Y,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5486.png,,,,,,CS78794,,,CS78794
5487,5487,,UKNW06-235,,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5573,5573,,UKNW06-397,,UK,Hill top Near Sawry,54.4,-3,Eric Holub,,N,,N,,,,,,,,,,,,,,,
5574,5574,,UKNW06-398,,UK,Hill top Near Sawry,54.4,-3,Eric Holub,,N,,N,,,,,,,,,,,,,,,
5532,5532,,UKNW06-350,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5533,5533,,UKNW06-351,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5534,5534,,UKNW06-352,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5535,5535,,UKNW06-354,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5535.png,,,,,,CS78796,,,
5536,5536,,UKNW06-355,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77814,,
5537,5537,,UKNW06-356,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5538,5538,,UKNW06-357,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5539,5539,,UKNW06-358,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5540,5540,,UKNW06-359,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5541,5541,,UKNW06-360,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5542,5542,,UKNW06-361,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5543,5543,,UKNW06-362,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5544,5544,,UKNW06-363,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5545,5545,,UKNW06-364,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5546,5546,,UKNW06-365,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5547,5547,,UKNW06-366,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5548,5548,,UKNW06-367,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5549,5549,,UKNW06-368,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5550,5550,,UKNW06-369,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5551,5551,,UKNW06-370,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5552,5552,,UKNW06-372,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5553,5553,,UKNW06-373,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5554,5554,,UKNW06-374,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5555,5555,,UKNW06-376,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5556,5556,,UKNW06-377,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5557,5557,,UKNW06-378,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5558,5558,,UKNW06-379,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5559,5559,,UKNW06-380,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5560,5560,,UKNW06-381,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5561,5561,,UKNW06-382,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5562,5562,,UKNW06-383,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5563,5563,,UKNW06-384,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5564,5564,,UKNW06-385,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5565,5565,,UKNW06-386,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,Y,,N,,,,,,,,,,,,,CS77815,,
5566,5566,,UKNW06-387,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5567,5567,,UKNW06-388,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5568,5568,,UKNW06-389,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5569,5569,,UKNW06-391,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5570,5570,,UKNW06-392,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5571,5571,,UKNW06-394,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5572,5572,,UKNW06-395,,UK,Keswick,54.6,-3.1,Eric Holub,2006-06-08 00:00:00,N,,N,,,,,,,,,,,,,,,
5664,5664,,UKNW99-003,,UK,Keswick,54.6,-3.1,Eric Holub,1999-05-30 00:00:00,N,,N,,,,,,,,,,,,,,,
5665,5665,,UKNW99-005,,UK,Keswick,54.6,-3.1,Eric Holub,1999-05-30 00:00:00,N,,N,,,,,,,,,,,,,,,
5666,5666,,UKNW99-006,,UK,Keswick,54.6,-3.1,Eric Holub,1999-05-30 00:00:00,N,,N,,,,,,,,,,,,,,,
5667,5667,,UKNW99-007,,UK,Keswick,54.6,-3.1,Eric Holub,1999-05-30 00:00:00,N,,N,,,,,,,,,,,,,,,
